ltla_name,ltla_code,latitude,longitude,start_date,end_date,dose,age_band,vaccines,population,percent_vaccine
Havering,E09000016,51.56519,0.235368,08/12/2020,28/03/2021,1st dose,Under 50,26608,112279,0.236981092
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,28/03/2021,1st dose,Under 50,36807,146830,0.250677654
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,28/03/2021,1st dose,Under 50,31821,133725,0.237958497
Islington,E09000019,51.54548,-0.10992,08/12/2020,28/03/2021,1st dose,Under 50,24313,149650,0.162465753
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,28/03/2021,1st dose,Under 50,13924,75837,0.183604309
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,28/03/2021,1st dose,Under 50,18164,87129,0.208472495
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,28/03/2021,1st dose,Under 50,39716,193905,0.204821949
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,28/03/2021,1st dose,Under 50,30589,164862,0.18554306
Merton,E09000024,51.41057,-0.18867,08/12/2020,28/03/2021,1st dose,Under 50,23593,101582,0.232255715
Newham,E09000025,51.53147,0.027289,08/12/2020,28/03/2021,1st dose,Under 50,40626,199892,0.203239749
Redbridge,E09000026,51.58589,0.070071,08/12/2020,28/03/2021,1st dose,Under 50,34343,148315,0.231554462
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,28/03/2021,1st dose,Under 50,17175,87144,0.197087579
Southwark,E09000028,51.46592,-0.07306,08/12/2020,28/03/2021,1st dose,Under 50,34336,182180,0.188472939
Sutton,E09000029,51.35756,-0.17227,08/12/2020,28/03/2021,1st dose,Under 50,24076,92904,0.259149229
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,28/03/2021,1st dose,Under 50,36703,202323,0.181407947
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,28/03/2021,1st dose,Under 50,26139,142624,0.1832721
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,28/03/2021,1st dose,Under 50,41284,194071,0.21272627
Westminster,E09000033,51.5122,-0.15295,08/12/2020,28/03/2021,1st dose,Under 50,23427,142730,0.16413508
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,04/04/2021,1st dose,50-54,10401,12493,0.832546226
Barnet,E09000003,51.61108,-0.21821,08/12/2020,04/04/2021,1st dose,50-54,20579,25906,0.79437196
Bexley,E09000004,51.45823,0.146227,08/12/2020,04/04/2021,1st dose,50-54,14528,17554,0.827617637
Brent,E09000005,51.56441,-0.27568,08/12/2020,04/04/2021,1st dose,50-54,16413,20601,0.796708898
Bromley,E09000006,51.37267,0.039246,08/12/2020,04/04/2021,1st dose,50-54,20845,24638,0.846050816
Camden,E09000007,51.54306,-0.16289,08/12/2020,04/04/2021,1st dose,50-54,10780,15685,0.687280842
Croydon,E09000008,51.36598,-0.07761,08/12/2020,04/04/2021,1st dose,50-54,20149,27372,0.7361172
Ealing,E09000009,51.52443,-0.31407,08/12/2020,04/04/2021,1st dose,50-54,19326,22964,0.841578122
Enfield,E09000010,51.64888,-0.08147,08/12/2020,04/04/2021,1st dose,50-54,17684,23032,0.76780132
Greenwich,E09000011,51.46393,0.050107,08/12/2020,04/04/2021,1st dose,50-54,14413,17879,0.806141283
Hackney,E09000012,51.55492,-0.06045,08/12/2020,04/04/2021,1st dose,50-54,11585,15801,0.733181444
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,04/04/2021,1st dose,50-54,9368,11813,0.793024634
Haringey,E09000014,51.58771,-0.10667,08/12/2020,04/04/2021,1st dose,50-54,13676,18035,0.758303299
Harrow,E09000015,51.59467,-0.33603,08/12/2020,04/04/2021,1st dose,50-54,13168,15752,0.835957339
Havering,E09000016,51.56519,0.235368,08/12/2020,04/04/2021,1st dose,50-54,14855,17477,0.849974252
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,04/04/2021,1st dose,50-54,16985,19384,0.876238135
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,04/04/2021,1st dose,50-54,15267,17241,0.885505481
Islington,E09000019,51.54548,-0.10992,08/12/2020,04/04/2021,1st dose,50-54,10153,13271,0.765051616
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,04/04/2021,1st dose,50-54,7614,10961,0.694644649
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,04/04/2021,1st dose,50-54,10255,11645,0.880635466
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,04/04/2021,1st dose,50-54,15490,19322,0.801676845
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,04/04/2021,1st dose,50-54,14610,19642,0.743814276
Merton,E09000024,51.41057,-0.18867,08/12/2020,04/04/2021,1st dose,50-54,11904,13796,0.8628588
Newham,E09000025,51.53147,0.027289,08/12/2020,04/04/2021,1st dose,50-54,14690,19171,0.766261541
Redbridge,E09000026,51.58589,0.070071,08/12/2020,04/04/2021,1st dose,50-54,14987,18783,0.797902359
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,04/04/2021,1st dose,50-54,13231,14847,0.891156463
Southwark,E09000028,51.46592,-0.07306,08/12/2020,04/04/2021,1st dose,50-54,15616,19727,0.791605414
Sutton,E09000029,51.35756,-0.17227,08/12/2020,04/04/2021,1st dose,50-54,12547,14977,0.837751219
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,04/04/2021,1st dose,50-54,11052,14858,0.743841701
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,04/04/2021,1st dose,50-54,13406,17548,0.763961705
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,04/04/2021,1st dose,50-54,15296,18164,0.842105263
Westminster,E09000033,51.5122,-0.15295,08/12/2020,04/04/2021,1st dose,50-54,10261,16678,0.615241636
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,04/04/2021,1st dose,55-59,9202,10535,0.873469388
Barnet,E09000003,51.61108,-0.21821,08/12/2020,04/04/2021,1st dose,55-59,19405,22509,0.862099605
Bexley,E09000004,51.45823,0.146227,08/12/2020,04/04/2021,1st dose,55-59,14739,16171,0.911446416
Brent,E09000005,51.56441,-0.27568,08/12/2020,04/04/2021,1st dose,55-59,15475,19243,0.804188536
Bromley,E09000006,51.37267,0.039246,08/12/2020,04/04/2021,1st dose,55-59,20272,21769,0.931232487
Camden,E09000007,51.54306,-0.16289,08/12/2020,04/04/2021,1st dose,55-59,9593,13034,0.735998159
Croydon,E09000008,51.36598,-0.07761,08/12/2020,04/04/2021,1st dose,55-59,20477,25680,0.797390966
Ealing,E09000009,51.52443,-0.31407,08/12/2020,04/04/2021,1st dose,55-59,17913,19705,0.909058615
Enfield,E09000010,51.64888,-0.08147,08/12/2020,04/04/2021,1st dose,55-59,17513,20350,0.860589681
Greenwich,E09000011,51.46393,0.050107,08/12/2020,04/04/2021,1st dose,55-59,13201,15300,0.862810458
Hackney,E09000012,51.55492,-0.06045,08/12/2020,04/04/2021,1st dose,55-59,10662,12981,0.821354287
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,04/04/2021,1st dose,55-59,8250,9923,0.831401794
Haringey,E09000014,51.58771,-0.10667,08/12/2020,04/04/2021,1st dose,55-59,12648,14900,0.84885906
Harrow,E09000015,51.59467,-0.33603,08/12/2020,04/04/2021,1st dose,55-59,13183,15458,0.852827015
Havering,E09000016,51.56519,0.235368,08/12/2020,04/04/2021,1st dose,55-59,15254,16577,0.920190626
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,04/04/2021,1st dose,55-59,16362,17763,0.921128188
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,04/04/2021,1st dose,55-59,13950,15062,0.926171823
Islington,E09000019,51.54548,-0.10992,08/12/2020,04/04/2021,1st dose,55-59,9595,11189,0.857538654
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,04/04/2021,1st dose,55-59,7510,9904,0.758279483
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,04/04/2021,1st dose,55-59,9226,9929,0.929197301
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,04/04/2021,1st dose,55-59,14349,17000,0.844058824
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,04/04/2021,1st dose,55-59,13866,17200,0.806162791
Merton,E09000024,51.41057,-0.18867,08/12/2020,04/04/2021,1st dose,55-59,10786,11960,0.901839465
Newham,E09000025,51.53147,0.027289,08/12/2020,04/04/2021,1st dose,55-59,12675,16142,0.785218684
Redbridge,E09000026,51.58589,0.070071,08/12/2020,04/04/2021,1st dose,55-59,14219,16860,0.843357058
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,04/04/2021,1st dose,55-59,12126,12899,0.940072874
Southwark,E09000028,51.46592,-0.07306,08/12/2020,04/04/2021,1st dose,55-59,14402,17494,0.823253687
Sutton,E09000029,51.35756,-0.17227,08/12/2020,04/04/2021,1st dose,55-59,12192,12825,0.950643275
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,04/04/2021,1st dose,55-59,8972,11780,0.761629881
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,04/04/2021,1st dose,55-59,12261,14542,0.843143997
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,04/04/2021,1st dose,55-59,13386,14896,0.898630505
Westminster,E09000033,51.5122,-0.15295,08/12/2020,04/04/2021,1st dose,55-59,9621,13888,0.692756336
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,04/04/2021,1st dose,60-64,7235,7960,0.908919598
Barnet,E09000003,51.61108,-0.21821,08/12/2020,04/04/2021,1st dose,60-64,16888,18592,0.908347676
Bexley,E09000004,51.45823,0.146227,08/12/2020,04/04/2021,1st dose,60-64,12505,12812,0.976038089
Brent,E09000005,51.56441,-0.27568,08/12/2020,04/04/2021,1st dose,60-64,13491,16425,0.821369863
Bromley,E09000006,51.37267,0.039246,08/12/2020,04/04/2021,1st dose,60-64,16939,17053,0.993314959
Camden,E09000007,51.54306,-0.16289,08/12/2020,04/04/2021,1st dose,60-64,8067,10783,0.748122044
Croydon,E09000008,51.36598,-0.07761,08/12/2020,04/04/2021,1st dose,60-64,17111,19729,0.867301941
Ealing,E09000009,51.52443,-0.31407,08/12/2020,04/04/2021,1st dose,60-64,15099,16404,0.920446233
Enfield,E09000010,51.64888,-0.08147,08/12/2020,04/04/2021,1st dose,60-64,14689,15451,0.950682804
Greenwich,E09000011,51.46393,0.050107,08/12/2020,04/04/2021,1st dose,60-64,10655,11717,0.909362465
Hackney,E09000012,51.55492,-0.06045,08/12/2020,04/04/2021,1st dose,60-64,8484,10083,0.841416245
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,04/04/2021,1st dose,60-64,6158,7321,0.841141921
Haringey,E09000014,51.58771,-0.10667,08/12/2020,04/04/2021,1st dose,60-64,9830,11088,0.886544012
Harrow,E09000015,51.59467,-0.33603,08/12/2020,04/04/2021,1st dose,60-64,12362,13566,0.91124871
Havering,E09000016,51.56519,0.235368,08/12/2020,04/04/2021,1st dose,60-64,13634,13847,0.984617607
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,04/04/2021,1st dose,60-64,13742,14272,0.96286435
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,04/04/2021,1st dose,60-64,11862,12531,0.946612401
Islington,E09000019,51.54548,-0.10992,08/12/2020,04/04/2021,1st dose,60-64,7532,8421,0.89443059
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,04/04/2021,1st dose,60-64,5983,8102,0.73845964
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,04/04/2021,1st dose,60-64,7608,8136,0.935103245
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,04/04/2021,1st dose,60-64,10921,12007,0.909552761
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,04/04/2021,1st dose,60-64,10971,12418,0.8834756
Merton,E09000024,51.41057,-0.18867,08/12/2020,04/04/2021,1st dose,60-64,9069,9285,0.976736672
Newham,E09000025,51.53147,0.027289,08/12/2020,04/04/2021,1st dose,60-64,10498,12562,0.835694953
Redbridge,E09000026,51.58589,0.070071,08/12/2020,04/04/2021,1st dose,60-64,12497,13914,0.898160126
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,04/04/2021,1st dose,60-64,9549,10117,0.943856875
Southwark,E09000028,51.46592,-0.07306,08/12/2020,04/04/2021,1st dose,60-64,11172,12755,0.875891807
Sutton,E09000029,51.35756,-0.17227,08/12/2020,04/04/2021,1st dose,60-64,9680,10118,0.956710812
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,04/04/2021,1st dose,60-64,7355,9368,0.785119556
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,04/04/2021,1st dose,60-64,10100,11507,0.877726601
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,04/04/2021,1st dose,60-64,10591,11417,0.927651747
Westminster,E09000033,51.5122,-0.15295,08/12/2020,04/04/2021,1st dose,60-64,7820,11313,0.691240166
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,04/04/2021,1st dose,65-69,5237,5920,0.884628378
Barnet,E09000003,51.61108,-0.21821,08/12/2020,04/04/2021,1st dose,65-69,13979,15698,0.890495605
Bexley,E09000004,51.45823,0.146227,08/12/2020,04/04/2021,1st dose,65-69,10046,10353,0.970346759
Brent,E09000005,51.56441,-0.27568,08/12/2020,04/04/2021,1st dose,65-69,10636,12597,0.844328015
Bromley,E09000006,51.37267,0.039246,08/12/2020,04/04/2021,1st dose,65-69,13735,14671,0.936200668
Camden,E09000007,51.54306,-0.16289,08/12/2020,04/04/2021,1st dose,65-69,6434,9112,0.706101844
Croydon,E09000008,51.36598,-0.07761,08/12/2020,04/04/2021,1st dose,65-69,13566,15576,0.870955316
Ealing,E09000009,51.52443,-0.31407,08/12/2020,04/04/2021,1st dose,65-69,12165,13679,0.889319395
Enfield,E09000010,51.64888,-0.08147,08/12/2020,04/04/2021,1st dose,65-69,11423,12344,0.925388853
Greenwich,E09000011,51.46393,0.050107,08/12/2020,04/04/2021,1st dose,65-69,8345,8990,0.928253615
Hackney,E09000012,51.55492,-0.06045,08/12/2020,04/04/2021,1st dose,65-69,6458,7527,0.857977946
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,04/04/2021,1st dose,65-69,4899,5999,0.816636106
Haringey,E09000014,51.58771,-0.10667,08/12/2020,04/04/2021,1st dose,65-69,7563,8823,0.857191431
Harrow,E09000015,51.59467,-0.33603,08/12/2020,04/04/2021,1st dose,65-69,10592,11252,0.941343761
Havering,E09000016,51.56519,0.235368,08/12/2020,04/04/2021,1st dose,65-69,11052,11826,0.934550989
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,04/04/2021,1st dose,65-69,10934,11284,0.96898263
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,04/04/2021,1st dose,65-69,9583,10368,0.924286265
Islington,E09000019,51.54548,-0.10992,08/12/2020,04/04/2021,1st dose,65-69,5719,6477,0.882970511
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,04/04/2021,1st dose,65-69,4896,7035,0.695948827
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,04/04/2021,1st dose,65-69,6364,6902,0.922051579
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,04/04/2021,1st dose,65-69,7730,8575,0.901457726
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,04/04/2021,1st dose,65-69,7675,8735,0.878649113
Merton,E09000024,51.41057,-0.18867,08/12/2020,04/04/2021,1st dose,65-69,7219,7672,0.940954119
Newham,E09000025,51.53147,0.027289,08/12/2020,04/04/2021,1st dose,65-69,7833,9208,0.850673328
Redbridge,E09000026,51.58589,0.070071,08/12/2020,04/04/2021,1st dose,65-69,10249,11505,0.890830074
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,04/04/2021,1st dose,65-69,7921,8790,0.901137656
Southwark,E09000028,51.46592,-0.07306,08/12/2020,04/04/2021,1st dose,65-69,7419,8555,0.867212157
Sutton,E09000029,51.35756,-0.17227,08/12/2020,04/04/2021,1st dose,65-69,8044,8431,0.954097972
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,04/04/2021,1st dose,65-69,5378,7146,0.752588861
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,04/04/2021,1st dose,65-69,7644,8887,0.860132778
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,04/04/2021,1st dose,65-69,8102,9258,0.875135018
Westminster,E09000033,51.5122,-0.15295,08/12/2020,04/04/2021,1st dose,65-69,6019,9731,0.618538691
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,04/04/2021,1st dose,70-74,4288,4836,0.886683209
Barnet,E09000003,51.61108,-0.21821,08/12/2020,04/04/2021,1st dose,70-74,13272,14410,0.921027065
Bexley,E09000004,51.45823,0.146227,08/12/2020,04/04/2021,1st dose,70-74,10069,10250,0.982341463
Brent,E09000005,51.56441,-0.27568,08/12/2020,04/04/2021,1st dose,70-74,8499,9845,0.863280853
Bromley,E09000006,51.37267,0.039246,08/12/2020,04/04/2021,1st dose,70-74,14780,15383,0.960800884
Camden,E09000007,51.54306,-0.16289,08/12/2020,04/04/2021,1st dose,70-74,6049,8603,0.703126816
Croydon,E09000008,51.36598,-0.07761,08/12/2020,04/04/2021,1st dose,70-74,12623,13362,0.944693908
Ealing,E09000009,51.52443,-0.31407,08/12/2020,04/04/2021,1st dose,70-74,10448,10855,0.962505758
Enfield,E09000010,51.64888,-0.08147,08/12/2020,04/04/2021,1st dose,70-74,10149,10921,0.929310503
Greenwich,E09000011,51.46393,0.050107,08/12/2020,04/04/2021,1st dose,70-74,7421,8074,0.919123111
Hackney,E09000012,51.55492,-0.06045,08/12/2020,04/04/2021,1st dose,70-74,5041,5876,0.857896528
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,04/04/2021,1st dose,70-74,4481,5365,0.835228332
Haringey,E09000014,51.58771,-0.10667,08/12/2020,04/04/2021,1st dose,70-74,6345,7154,0.88691641
Harrow,E09000015,51.59467,-0.33603,08/12/2020,04/04/2021,1st dose,70-74,9235,9792,0.94311683
Havering,E09000016,51.56519,0.235368,08/12/2020,04/04/2021,1st dose,70-74,11585,11960,0.968645485
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,04/04/2021,1st dose,70-74,9884,10449,0.94592784
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,04/04/2021,1st dose,70-74,8255,8538,0.966854064
Islington,E09000019,51.54548,-0.10992,08/12/2020,04/04/2021,1st dose,70-74,5005,5651,0.88568395
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,04/04/2021,1st dose,70-74,4680,6734,0.694980695
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,04/04/2021,1st dose,70-74,6305,6460,0.976006192
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,04/04/2021,1st dose,70-74,6100,6650,0.917293233
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,04/04/2021,1st dose,70-74,6234,7101,0.87790452
Merton,E09000024,51.41057,-0.18867,08/12/2020,04/04/2021,1st dose,70-74,6506,6684,0.97336924
Newham,E09000025,51.53147,0.027289,08/12/2020,04/04/2021,1st dose,70-74,5599,6507,0.860457968
Redbridge,E09000026,51.58589,0.070071,08/12/2020,04/04/2021,1st dose,70-74,8953,9526,0.939848835
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,04/04/2021,1st dose,70-74,8323,8506,0.978485775
Southwark,E09000028,51.46592,-0.07306,08/12/2020,04/04/2021,1st dose,70-74,5948,6822,0.871885078
Sutton,E09000029,51.35756,-0.17227,08/12/2020,04/04/2021,1st dose,70-74,7980,8335,0.957408518
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,04/04/2021,1st dose,70-74,3944,4999,0.788957792
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,04/04/2021,1st dose,70-74,6450,7494,0.860688551
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,04/04/2021,1st dose,70-74,7689,8167,0.941471777
Westminster,E09000033,51.5122,-0.15295,08/12/2020,04/04/2021,1st dose,70-74,5428,8237,0.658977783
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,04/04/2021,1st dose,75-79,2945,3339,0.882000599
Barnet,E09000003,51.61108,-0.21821,08/12/2020,04/04/2021,1st dose,75-79,9730,10286,0.945945946
Bexley,E09000004,51.45823,0.146227,08/12/2020,04/04/2021,1st dose,75-79,7496,7534,0.994956199
Brent,E09000005,51.56441,-0.27568,08/12/2020,04/04/2021,1st dose,75-79,6184,7339,0.842621611
Bromley,E09000006,51.37267,0.039246,08/12/2020,04/04/2021,1st dose,75-79,10850,10705,1.013545072
Camden,E09000007,51.54306,-0.16289,08/12/2020,04/04/2021,1st dose,75-79,4522,5890,0.767741935
Croydon,E09000008,51.36598,-0.07761,08/12/2020,04/04/2021,1st dose,75-79,8879,9457,0.938881252
Ealing,E09000009,51.52443,-0.31407,08/12/2020,04/04/2021,1st dose,75-79,7326,7907,0.926520804
Enfield,E09000010,51.64888,-0.08147,08/12/2020,04/04/2021,1st dose,75-79,7462,8490,0.878916372
Greenwich,E09000011,51.46393,0.050107,08/12/2020,04/04/2021,1st dose,75-79,5198,5356,0.970500373
Hackney,E09000012,51.55492,-0.06045,08/12/2020,04/04/2021,1st dose,75-79,3237,3981,0.813112283
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,04/04/2021,1st dose,75-79,3145,3731,0.84293755
Haringey,E09000014,51.58771,-0.10667,08/12/2020,04/04/2021,1st dose,75-79,4304,4858,0.885961301
Harrow,E09000015,51.59467,-0.33603,08/12/2020,04/04/2021,1st dose,75-79,6926,7131,0.971252279
Havering,E09000016,51.56519,0.235368,08/12/2020,04/04/2021,1st dose,75-79,8380,8453,0.991364013
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,04/04/2021,1st dose,75-79,7125,7522,0.947221484
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,04/04/2021,1st dose,75-79,5668,5929,0.955979086
Islington,E09000019,51.54548,-0.10992,08/12/2020,04/04/2021,1st dose,75-79,3363,3865,0.870116429
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,04/04/2021,1st dose,75-79,3574,4786,0.746761387
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,04/04/2021,1st dose,75-79,4373,4393,0.995447303
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,04/04/2021,1st dose,75-79,4063,4809,0.844874194
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,04/04/2021,1st dose,75-79,4494,5115,0.878592375
Merton,E09000024,51.41057,-0.18867,08/12/2020,04/04/2021,1st dose,75-79,4437,4690,0.946055437
Newham,E09000025,51.53147,0.027289,08/12/2020,04/04/2021,1st dose,75-79,3528,4733,0.745404606
Redbridge,E09000026,51.58589,0.070071,08/12/2020,04/04/2021,1st dose,75-79,6228,6814,0.914000587
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,04/04/2021,1st dose,75-79,5934,5656,1.049151344
Southwark,E09000028,51.46592,-0.07306,08/12/2020,04/04/2021,1st dose,75-79,3902,4777,0.816830647
Sutton,E09000029,51.35756,-0.17227,08/12/2020,04/04/2021,1st dose,75-79,5661,5720,0.989685315
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,04/04/2021,1st dose,75-79,2561,3465,0.739105339
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,04/04/2021,1st dose,75-79,4605,5223,0.881677197
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,04/04/2021,1st dose,75-79,5200,5700,0.912280702
Westminster,E09000033,51.5122,-0.15295,08/12/2020,04/04/2021,1st dose,75-79,4187,5656,0.740275813
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,04/04/2021,1st dose,80+,4585,5685,0.806508355
Barnet,E09000003,51.61108,-0.21821,08/12/2020,04/04/2021,1st dose,80+,14692,16910,0.868835009
Bexley,E09000004,51.45823,0.146227,08/12/2020,04/04/2021,1st dose,80+,11523,12831,0.898059387
Brent,E09000005,51.56441,-0.27568,08/12/2020,04/04/2021,1st dose,80+,9106,11307,0.805341824
Bromley,E09000006,51.37267,0.039246,08/12/2020,04/04/2021,1st dose,80+,16549,17418,0.950109083
Camden,E09000007,51.54306,-0.16289,08/12/2020,04/04/2021,1st dose,80+,5878,8858,0.663580944
Croydon,E09000008,51.36598,-0.07761,08/12/2020,04/04/2021,1st dose,80+,12972,14802,0.876368058
Ealing,E09000009,51.52443,-0.31407,08/12/2020,04/04/2021,1st dose,80+,10619,12405,0.856025796
Enfield,E09000010,51.64888,-0.08147,08/12/2020,04/04/2021,1st dose,80+,11524,12809,0.899679913
Greenwich,E09000011,51.46393,0.050107,08/12/2020,04/04/2021,1st dose,80+,6736,7939,0.848469581
Hackney,E09000012,51.55492,-0.06045,08/12/2020,04/04/2021,1st dose,80+,4257,5950,0.715462185
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,04/04/2021,1st dose,80+,4228,5274,0.801668563
Haringey,E09000014,51.58771,-0.10667,08/12/2020,04/04/2021,1st dose,80+,5914,7158,0.826208438
Harrow,E09000015,51.59467,-0.33603,08/12/2020,04/04/2021,1st dose,80+,10699,11813,0.905697113
Havering,E09000016,51.56519,0.235368,08/12/2020,04/04/2021,1st dose,80+,12777,14470,0.882999309
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,04/04/2021,1st dose,80+,11134,12140,0.917133443
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,04/04/2021,1st dose,80+,7737,8596,0.9000698
Islington,E09000019,51.54548,-0.10992,08/12/2020,04/04/2021,1st dose,80+,4378,5491,0.79730468
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,04/04/2021,1st dose,80+,4705,6494,0.724514937
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,04/04/2021,1st dose,80+,6152,6990,0.880114449
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,04/04/2021,1st dose,80+,5909,7466,0.791454594
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,04/04/2021,1st dose,80+,6609,8037,0.822321762
Merton,E09000024,51.41057,-0.18867,08/12/2020,04/04/2021,1st dose,80+,6831,7421,0.92049589
Newham,E09000025,51.53147,0.027289,08/12/2020,04/04/2021,1st dose,80+,4976,6780,0.733923304
Redbridge,E09000026,51.58589,0.070071,08/12/2020,04/04/2021,1st dose,80+,9640,11007,0.875806305
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,04/04/2021,1st dose,80+,7826,8440,0.927251185
Southwark,E09000028,51.46592,-0.07306,08/12/2020,04/04/2021,1st dose,80+,5512,6976,0.790137615
Sutton,E09000029,51.35756,-0.17227,08/12/2020,04/04/2021,1st dose,80+,8468,9136,0.926882662
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,04/04/2021,1st dose,80+,3936,5249,0.749857116
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,04/04/2021,1st dose,80+,6533,8376,0.779966571
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,04/04/2021,1st dose,80+,7432,8501,0.874250088
Westminster,E09000033,51.5122,-0.15295,08/12/2020,04/04/2021,1st dose,80+,5605,9004,0.622501111
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,04/04/2021,1st dose,Under 50,24162,104157,0.231976727
Barnet,E09000003,51.61108,-0.21821,08/12/2020,04/04/2021,1st dose,Under 50,54539,187000,0.291652406
