ltla_name,ltla_code,latitude,longitude,start_date,end_date,dose,age_band,vaccines,population,percent_vaccine
Bexley,E09000004,51.45823,0.146227,08/12/2020,04/04/2021,1st dose,Under 50,27104,109463,0.247608781
Brent,E09000005,51.56441,-0.27568,08/12/2020,04/04/2021,1st dose,Under 50,45309,162117,0.279483336
Bromley,E09000006,51.37267,0.039246,08/12/2020,04/04/2021,1st dose,Under 50,34957,142938,0.244560579
Camden,E09000007,51.54306,-0.16289,08/12/2020,04/04/2021,1st dose,Under 50,28014,150931,0.185607993
Croydon,E09000008,51.36598,-0.07761,08/12/2020,04/04/2021,1st dose,Under 50,40450,175060,0.231063635
Ealing,E09000009,51.52443,-0.31407,08/12/2020,04/04/2021,1st dose,Under 50,40756,163390,0.24943999
Enfield,E09000010,51.64888,-0.08147,08/12/2020,04/04/2021,1st dose,Under 50,51569,154260,0.334299235
Greenwich,E09000011,51.46393,0.050107,08/12/2020,04/04/2021,1st dose,Under 50,35895,149543,0.240031295
Hackney,E09000012,51.55492,-0.06045,08/12/2020,04/04/2021,1st dose,Under 50,29138,169053,0.172360147
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,04/04/2021,1st dose,Under 50,22471,101842,0.220645706
Haringey,E09000014,51.58771,-0.10667,08/12/2020,04/04/2021,1st dose,Under 50,29700,142612,0.20825737
Harrow,E09000015,51.59467,-0.33603,08/12/2020,04/04/2021,1st dose,Under 50,37267,112986,0.329837325
Havering,E09000016,51.56519,0.235368,08/12/2020,04/04/2021,1st dose,Under 50,28975,112279,0.258062505
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,04/04/2021,1st dose,Under 50,38818,146830,0.264373766
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,04/04/2021,1st dose,Under 50,33563,133725,0.250985231
Islington,E09000019,51.54548,-0.10992,08/12/2020,04/04/2021,1st dose,Under 50,25545,149650,0.170698296
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,04/04/2021,1st dose,Under 50,15006,75837,0.197871751
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,04/04/2021,1st dose,Under 50,18907,87129,0.21700008
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,04/04/2021,1st dose,Under 50,41684,193905,0.214971249
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,04/04/2021,1st dose,Under 50,32111,164862,0.194775024
Merton,E09000024,51.41057,-0.18867,08/12/2020,04/04/2021,1st dose,Under 50,24550,101582,0.241676675
Newham,E09000025,51.53147,0.027289,08/12/2020,04/04/2021,1st dose,Under 50,43233,199892,0.216281792
Redbridge,E09000026,51.58589,0.070071,08/12/2020,04/04/2021,1st dose,Under 50,36942,148315,0.249077976
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,04/04/2021,1st dose,Under 50,18638,87144,0.213875884
Southwark,E09000028,51.46592,-0.07306,08/12/2020,04/04/2021,1st dose,Under 50,36114,182180,0.198232517
Sutton,E09000029,51.35756,-0.17227,08/12/2020,04/04/2021,1st dose,Under 50,25243,92904,0.271710583
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,04/04/2021,1st dose,Under 50,39577,202323,0.195612956
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,04/04/2021,1st dose,Under 50,29472,142624,0.206641239
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,04/04/2021,1st dose,Under 50,43367,194071,0.223459456
Westminster,E09000033,51.5122,-0.15295,08/12/2020,04/04/2021,1st dose,Under 50,24930,142730,0.174665452
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,11/04/2021,1st dose,50-54,10668,12493,0.853918194
Barnet,E09000003,51.61108,-0.21821,08/12/2020,11/04/2021,1st dose,50-54,20811,25906,0.803327414
Bexley,E09000004,51.45823,0.146227,08/12/2020,11/04/2021,1st dose,50-54,14830,17554,0.844821693
Brent,E09000005,51.56441,-0.27568,08/12/2020,11/04/2021,1st dose,50-54,16767,20601,0.813892529
Bromley,E09000006,51.37267,0.039246,08/12/2020,11/04/2021,1st dose,50-54,21029,24638,0.853518954
Camden,E09000007,51.54306,-0.16289,08/12/2020,11/04/2021,1st dose,50-54,10937,15685,0.697290405
Croydon,E09000008,51.36598,-0.07761,08/12/2020,11/04/2021,1st dose,50-54,20545,27372,0.750584539
Ealing,E09000009,51.52443,-0.31407,08/12/2020,11/04/2021,1st dose,50-54,19760,22964,0.860477269
Enfield,E09000010,51.64888,-0.08147,08/12/2020,11/04/2021,1st dose,50-54,17990,23032,0.781087183
Greenwich,E09000011,51.46393,0.050107,08/12/2020,11/04/2021,1st dose,50-54,14689,17879,0.821578388
Hackney,E09000012,51.55492,-0.06045,08/12/2020,11/04/2021,1st dose,50-54,11934,15801,0.755268654
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,11/04/2021,1st dose,50-54,9523,11813,0.806145772
Haringey,E09000014,51.58771,-0.10667,08/12/2020,11/04/2021,1st dose,50-54,14090,18035,0.781258664
Harrow,E09000015,51.59467,-0.33603,08/12/2020,11/04/2021,1st dose,50-54,13386,15752,0.849796851
Havering,E09000016,51.56519,0.235368,08/12/2020,11/04/2021,1st dose,50-54,15010,17477,0.858843051
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,11/04/2021,1st dose,50-54,17219,19384,0.888309946
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,11/04/2021,1st dose,50-54,15566,17241,0.902847863
Islington,E09000019,51.54548,-0.10992,08/12/2020,11/04/2021,1st dose,50-54,10379,13271,0.78208123
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,11/04/2021,1st dose,50-54,7810,10961,0.712526229
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,11/04/2021,1st dose,50-54,10344,11645,0.888278231
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,11/04/2021,1st dose,50-54,15750,19322,0.815133009
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,11/04/2021,1st dose,50-54,14905,19642,0.758833113
Merton,E09000024,51.41057,-0.18867,08/12/2020,11/04/2021,1st dose,50-54,12047,13796,0.873224123
Newham,E09000025,51.53147,0.027289,08/12/2020,11/04/2021,1st dose,50-54,15274,19171,0.796724219
Redbridge,E09000026,51.58589,0.070071,08/12/2020,11/04/2021,1st dose,50-54,15282,18783,0.81360805
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,11/04/2021,1st dose,50-54,13385,14847,0.901528928
Southwark,E09000028,51.46592,-0.07306,08/12/2020,11/04/2021,1st dose,50-54,15960,19727,0.809043443
Sutton,E09000029,51.35756,-0.17227,08/12/2020,11/04/2021,1st dose,50-54,12700,14977,0.847966883
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,11/04/2021,1st dose,50-54,11341,14858,0.763292502
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,11/04/2021,1st dose,50-54,13653,17548,0.778037383
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,11/04/2021,1st dose,50-54,15490,18164,0.85278573
Westminster,E09000033,51.5122,-0.15295,08/12/2020,11/04/2021,1st dose,50-54,10439,16678,0.625914378
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,11/04/2021,1st dose,55-59,9346,10535,0.887138111
Barnet,E09000003,51.61108,-0.21821,08/12/2020,11/04/2021,1st dose,55-59,19569,22509,0.869385579
Bexley,E09000004,51.45823,0.146227,08/12/2020,11/04/2021,1st dose,55-59,14891,16171,0.920845959
Brent,E09000005,51.56441,-0.27568,08/12/2020,11/04/2021,1st dose,55-59,15700,19243,0.8158811
Bromley,E09000006,51.37267,0.039246,08/12/2020,11/04/2021,1st dose,55-59,20359,21769,0.935228995
Camden,E09000007,51.54306,-0.16289,08/12/2020,11/04/2021,1st dose,55-59,9736,13034,0.746969464
Croydon,E09000008,51.36598,-0.07761,08/12/2020,11/04/2021,1st dose,55-59,20696,25680,0.805919003
Ealing,E09000009,51.52443,-0.31407,08/12/2020,11/04/2021,1st dose,55-59,18145,19705,0.920832276
Enfield,E09000010,51.64888,-0.08147,08/12/2020,11/04/2021,1st dose,55-59,17674,20350,0.868501229
Greenwich,E09000011,51.46393,0.050107,08/12/2020,11/04/2021,1st dose,55-59,13360,15300,0.873202614
Hackney,E09000012,51.55492,-0.06045,08/12/2020,11/04/2021,1st dose,55-59,10921,12981,0.841306525
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,11/04/2021,1st dose,55-59,8368,9923,0.843293359
Haringey,E09000014,51.58771,-0.10667,08/12/2020,11/04/2021,1st dose,55-59,12940,14900,0.868456376
Harrow,E09000015,51.59467,-0.33603,08/12/2020,11/04/2021,1st dose,55-59,13302,15458,0.860525294
Havering,E09000016,51.56519,0.235368,08/12/2020,11/04/2021,1st dose,55-59,15335,16577,0.925076914
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,11/04/2021,1st dose,55-59,16502,17763,0.929009739
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,11/04/2021,1st dose,55-59,14118,15062,0.93732572
Islington,E09000019,51.54548,-0.10992,08/12/2020,11/04/2021,1st dose,55-59,9763,11189,0.872553401
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,11/04/2021,1st dose,55-59,7648,9904,0.772213247
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,11/04/2021,1st dose,55-59,9279,9929,0.9345352
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,11/04/2021,1st dose,55-59,14521,17000,0.854176471
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,11/04/2021,1st dose,55-59,14091,17200,0.819244186
Merton,E09000024,51.41057,-0.18867,08/12/2020,11/04/2021,1st dose,55-59,10862,11960,0.90819398
Newham,E09000025,51.53147,0.027289,08/12/2020,11/04/2021,1st dose,55-59,13050,16142,0.808450006
Redbridge,E09000026,51.58589,0.070071,08/12/2020,11/04/2021,1st dose,55-59,14369,16860,0.852253855
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,11/04/2021,1st dose,55-59,12236,12899,0.948600667
Southwark,E09000028,51.46592,-0.07306,08/12/2020,11/04/2021,1st dose,55-59,14687,17494,0.839544987
Sutton,E09000029,51.35756,-0.17227,08/12/2020,11/04/2021,1st dose,55-59,12283,12825,0.957738791
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,11/04/2021,1st dose,55-59,9163,11780,0.777843803
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,11/04/2021,1st dose,55-59,12442,14542,0.855590703
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,11/04/2021,1st dose,55-59,13528,14896,0.908163265
Westminster,E09000033,51.5122,-0.15295,08/12/2020,11/04/2021,1st dose,55-59,9775,13888,0.703845046
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,11/04/2021,1st dose,60-64,7315,7960,0.918969849
Barnet,E09000003,51.61108,-0.21821,08/12/2020,11/04/2021,1st dose,60-64,16970,18592,0.912758176
Bexley,E09000004,51.45823,0.146227,08/12/2020,11/04/2021,1st dose,60-64,12575,12812,0.981501717
Brent,E09000005,51.56441,-0.27568,08/12/2020,11/04/2021,1st dose,60-64,13644,16425,0.830684932
Bromley,E09000006,51.37267,0.039246,08/12/2020,11/04/2021,1st dose,60-64,16989,17053,0.996246995
Camden,E09000007,51.54306,-0.16289,08/12/2020,11/04/2021,1st dose,60-64,8133,10783,0.75424279
Croydon,E09000008,51.36598,-0.07761,08/12/2020,11/04/2021,1st dose,60-64,17208,19729,0.872218562
Ealing,E09000009,51.52443,-0.31407,08/12/2020,11/04/2021,1st dose,60-64,15199,16404,0.926542307
Enfield,E09000010,51.64888,-0.08147,08/12/2020,11/04/2021,1st dose,60-64,14758,15451,0.955148534
Greenwich,E09000011,51.46393,0.050107,08/12/2020,11/04/2021,1st dose,60-64,10753,11717,0.91772638
Hackney,E09000012,51.55492,-0.06045,08/12/2020,11/04/2021,1st dose,60-64,8603,10083,0.853218288
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,11/04/2021,1st dose,60-64,6226,7321,0.850430269
Haringey,E09000014,51.58771,-0.10667,08/12/2020,11/04/2021,1st dose,60-64,9980,11088,0.90007215
Harrow,E09000015,51.59467,-0.33603,08/12/2020,11/04/2021,1st dose,60-64,12431,13566,0.916334955
Havering,E09000016,51.56519,0.235368,08/12/2020,11/04/2021,1st dose,60-64,13683,13847,0.988156279
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,11/04/2021,1st dose,60-64,13823,14272,0.968539798
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,11/04/2021,1st dose,60-64,11955,12531,0.954033996
Islington,E09000019,51.54548,-0.10992,08/12/2020,11/04/2021,1st dose,60-64,7623,8421,0.905236908
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,11/04/2021,1st dose,60-64,6057,8102,0.747593187
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,11/04/2021,1st dose,60-64,7631,8136,0.937930187
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,11/04/2021,1st dose,60-64,11021,12007,0.917881236
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,11/04/2021,1st dose,60-64,11074,12418,0.891770011
Merton,E09000024,51.41057,-0.18867,08/12/2020,11/04/2021,1st dose,60-64,9119,9285,0.982121702
Newham,E09000025,51.53147,0.027289,08/12/2020,11/04/2021,1st dose,60-64,10714,12562,0.852889667
Redbridge,E09000026,51.58589,0.070071,08/12/2020,11/04/2021,1st dose,60-64,12591,13914,0.904915912
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,11/04/2021,1st dose,60-64,9592,10117,0.948107146
Southwark,E09000028,51.46592,-0.07306,08/12/2020,11/04/2021,1st dose,60-64,11325,12755,0.887887103
Sutton,E09000029,51.35756,-0.17227,08/12/2020,11/04/2021,1st dose,60-64,9722,10118,0.96086183
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,11/04/2021,1st dose,60-64,7440,9368,0.794192997
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,11/04/2021,1st dose,60-64,10186,11507,0.885200313
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,11/04/2021,1st dose,60-64,10659,11417,0.933607778
Westminster,E09000033,51.5122,-0.15295,08/12/2020,11/04/2021,1st dose,60-64,7910,11313,0.699195616
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,11/04/2021,1st dose,65-69,5271,5920,0.890371622
Barnet,E09000003,51.61108,-0.21821,08/12/2020,11/04/2021,1st dose,65-69,14031,15698,0.893808128
Bexley,E09000004,51.45823,0.146227,08/12/2020,11/04/2021,1st dose,65-69,10074,10353,0.973051289
Brent,E09000005,51.56441,-0.27568,08/12/2020,11/04/2021,1st dose,65-69,10705,12597,0.849805509
Bromley,E09000006,51.37267,0.039246,08/12/2020,11/04/2021,1st dose,65-69,13744,14671,0.936814123
Camden,E09000007,51.54306,-0.16289,08/12/2020,11/04/2021,1st dose,65-69,6463,9112,0.70928446
Croydon,E09000008,51.36598,-0.07761,08/12/2020,11/04/2021,1st dose,65-69,13624,15576,0.874678993
Ealing,E09000009,51.52443,-0.31407,08/12/2020,11/04/2021,1st dose,65-69,12211,13679,0.892682214
Enfield,E09000010,51.64888,-0.08147,08/12/2020,11/04/2021,1st dose,65-69,11462,12344,0.928548283
Greenwich,E09000011,51.46393,0.050107,08/12/2020,11/04/2021,1st dose,65-69,8374,8990,0.931479422
Hackney,E09000012,51.55492,-0.06045,08/12/2020,11/04/2021,1st dose,65-69,6487,7527,0.861830743
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,11/04/2021,1st dose,65-69,4925,5999,0.820970162
Haringey,E09000014,51.58771,-0.10667,08/12/2020,11/04/2021,1st dose,65-69,7614,8823,0.862971778
Harrow,E09000015,51.59467,-0.33603,08/12/2020,11/04/2021,1st dose,65-69,10621,11252,0.943921081
Havering,E09000016,51.56519,0.235368,08/12/2020,11/04/2021,1st dose,65-69,11073,11826,0.936326738
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,11/04/2021,1st dose,65-69,10967,11284,0.971907125
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,11/04/2021,1st dose,65-69,9631,10368,0.928915895
Islington,E09000019,51.54548,-0.10992,08/12/2020,11/04/2021,1st dose,65-69,5740,6477,0.886212753
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,11/04/2021,1st dose,65-69,4931,7035,0.700923952
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,11/04/2021,1st dose,65-69,6376,6902,0.923790206
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,11/04/2021,1st dose,65-69,7772,8575,0.906355685
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,11/04/2021,1st dose,65-69,7716,8735,0.883342873
Merton,E09000024,51.41057,-0.18867,08/12/2020,11/04/2021,1st dose,65-69,7250,7672,0.944994786
Newham,E09000025,51.53147,0.027289,08/12/2020,11/04/2021,1st dose,65-69,7904,9208,0.858384014
Redbridge,E09000026,51.58589,0.070071,08/12/2020,11/04/2021,1st dose,65-69,10291,11505,0.894480661
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,11/04/2021,1st dose,65-69,7943,8790,0.903640501
Southwark,E09000028,51.46592,-0.07306,08/12/2020,11/04/2021,1st dose,65-69,7474,8555,0.873641146
Sutton,E09000029,51.35756,-0.17227,08/12/2020,11/04/2021,1st dose,65-69,8056,8431,0.95552129
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,11/04/2021,1st dose,65-69,5425,7146,0.759165967
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,11/04/2021,1st dose,65-69,7677,8887,0.863846067
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,11/04/2021,1st dose,65-69,8137,9258,0.878915533
Westminster,E09000033,51.5122,-0.15295,08/12/2020,11/04/2021,1st dose,65-69,6071,9731,0.623882438
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,11/04/2021,1st dose,70-74,4311,4836,0.891439206
Barnet,E09000003,51.61108,-0.21821,08/12/2020,11/04/2021,1st dose,70-74,13309,14410,0.923594726
Bexley,E09000004,51.45823,0.146227,08/12/2020,11/04/2021,1st dose,70-74,10081,10250,0.983512195
Brent,E09000005,51.56441,-0.27568,08/12/2020,11/04/2021,1st dose,70-74,8564,9845,0.869883189
Bromley,E09000006,51.37267,0.039246,08/12/2020,11/04/2021,1st dose,70-74,14804,15383,0.962361048
Camden,E09000007,51.54306,-0.16289,08/12/2020,11/04/2021,1st dose,70-74,6065,8603,0.704986633
Croydon,E09000008,51.36598,-0.07761,08/12/2020,11/04/2021,1st dose,70-74,12664,13362,0.947762311
Ealing,E09000009,51.52443,-0.31407,08/12/2020,11/04/2021,1st dose,70-74,10489,10855,0.966282819
Enfield,E09000010,51.64888,-0.08147,08/12/2020,11/04/2021,1st dose,70-74,10174,10921,0.93159967
Greenwich,E09000011,51.46393,0.050107,08/12/2020,11/04/2021,1st dose,70-74,7440,8074,0.921476344
Hackney,E09000012,51.55492,-0.06045,08/12/2020,11/04/2021,1st dose,70-74,5069,5876,0.862661675
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,11/04/2021,1st dose,70-74,4504,5365,0.839515377
Haringey,E09000014,51.58771,-0.10667,08/12/2020,11/04/2021,1st dose,70-74,6378,7154,0.891529214
Harrow,E09000015,51.59467,-0.33603,08/12/2020,11/04/2021,1st dose,70-74,9267,9792,0.946384804
Havering,E09000016,51.56519,0.235368,08/12/2020,11/04/2021,1st dose,70-74,11607,11960,0.97048495
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,11/04/2021,1st dose,70-74,9901,10449,0.94755479
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,11/04/2021,1st dose,70-74,8283,8538,0.970133521
Islington,E09000019,51.54548,-0.10992,08/12/2020,11/04/2021,1st dose,70-74,5020,5651,0.888338347
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,11/04/2021,1st dose,70-74,4710,6734,0.699435699
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,11/04/2021,1st dose,70-74,6308,6460,0.976470588
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,11/04/2021,1st dose,70-74,6127,6650,0.921353383
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,11/04/2021,1st dose,70-74,6260,7101,0.881565977
Merton,E09000024,51.41057,-0.18867,08/12/2020,11/04/2021,1st dose,70-74,6525,6684,0.976211849
Newham,E09000025,51.53147,0.027289,08/12/2020,11/04/2021,1st dose,70-74,5624,6507,0.864299985
Redbridge,E09000026,51.58589,0.070071,08/12/2020,11/04/2021,1st dose,70-74,8982,9526,0.942893135
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,11/04/2021,1st dose,70-74,8354,8506,0.982130261
Southwark,E09000028,51.46592,-0.07306,08/12/2020,11/04/2021,1st dose,70-74,5971,6822,0.875256523
Sutton,E09000029,51.35756,-0.17227,08/12/2020,11/04/2021,1st dose,70-74,7993,8335,0.958968206
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,11/04/2021,1st dose,70-74,3966,4999,0.793358672
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,11/04/2021,1st dose,70-74,6471,7494,0.863490793
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,11/04/2021,1st dose,70-74,7708,8167,0.943798212
Westminster,E09000033,51.5122,-0.15295,08/12/2020,11/04/2021,1st dose,70-74,5459,8237,0.662741289
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,11/04/2021,1st dose,75-79,2960,3339,0.886492962
Barnet,E09000003,51.61108,-0.21821,08/12/2020,11/04/2021,1st dose,75-79,9767,10286,0.949543068
Bexley,E09000004,51.45823,0.146227,08/12/2020,11/04/2021,1st dose,75-79,7496,7534,0.994956199
Brent,E09000005,51.56441,-0.27568,08/12/2020,11/04/2021,1st dose,75-79,6223,7339,0.847935686
Bromley,E09000006,51.37267,0.039246,08/12/2020,11/04/2021,1st dose,75-79,10870,10705,1.015413358
Camden,E09000007,51.54306,-0.16289,08/12/2020,11/04/2021,1st dose,75-79,4534,5890,0.769779287
Croydon,E09000008,51.36598,-0.07761,08/12/2020,11/04/2021,1st dose,75-79,8916,9457,0.942793698
Ealing,E09000009,51.52443,-0.31407,08/12/2020,11/04/2021,1st dose,75-79,7345,7907,0.928923738
Enfield,E09000010,51.64888,-0.08147,08/12/2020,11/04/2021,1st dose,75-79,7474,8490,0.8803298
Greenwich,E09000011,51.46393,0.050107,08/12/2020,11/04/2021,1st dose,75-79,5211,5356,0.972927558
Hackney,E09000012,51.55492,-0.06045,08/12/2020,11/04/2021,1st dose,75-79,3248,3981,0.815875408
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,11/04/2021,1st dose,75-79,3155,3731,0.845617797
Haringey,E09000014,51.58771,-0.10667,08/12/2020,11/04/2021,1st dose,75-79,4335,4858,0.892342528
Harrow,E09000015,51.59467,-0.33603,08/12/2020,11/04/2021,1st dose,75-79,6986,7131,0.979666246
Havering,E09000016,51.56519,0.235368,08/12/2020,11/04/2021,1st dose,75-79,8380,8453,0.991364013
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,11/04/2021,1st dose,75-79,7134,7522,0.948417974
